properties.type,properties.timing,properties.speciesId,properties.date,properties.createdAt,geometry.coordinates
rock,night,74,2016-07-13T04:00:00.000Z,2016-07-15T00:06:07.721Z,"[-81.71971079343945,41.45036015598194]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-15T00:06:09.165Z,"[-82.32575704672935,27.931538423610874]"
ground,day,104,2016-07-14T07:00:00.000Z,2016-07-15T00:06:20.114Z,"[-121.77307038973113,37.68236221525986]"
water,night,7,2016-07-14T05:00:00.000Z,2016-07-15T00:06:20.551Z,"[-77.08860146645796,-12.027380764460176]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-15T00:06:22.476Z,"[-82.32568214509537,27.93115393884554]"
psychic,night,63,2016-07-14T05:00:00.000Z,2016-07-15T00:06:25.688Z,"[-77.0885588800062,-12.027144797652696]"
poison,day,109,2016-07-14T04:00:00.000Z,2016-07-15T00:06:26.150Z,"[-84.50945533197128,42.733911357805596]"
grass,night,102,2016-07-13T04:00:00.000Z,2016-07-15T00:06:27.103Z,"[-81.71922272884015,41.4505320303611]"
water,day,129,2016-07-14T04:00:00.000Z,2016-07-15T00:06:32.789Z,"[-82.3260375738057,27.931829409467426]"
fire,night,58,2016-07-14T05:00:00.000Z,2016-07-15T00:06:32.126Z,"[-77.08869848552877,-12.026985646196323]"
grass,day,1,2016-07-14T22:00:00.000Z,2016-07-15T00:06:34.707Z,"[-5.604007189605227,36.01316237607787]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-15T00:06:40.142Z,"[-82.32568573269245,27.931981614963263]"
normal,night,133,2016-07-14T05:00:00.000Z,2016-07-15T00:06:40.054Z,"[-77.0891303398865,-12.027367277278145]"
fire,night,4,2016-07-14T05:00:00.000Z,2016-07-15T00:06:45.795Z,"[-77.0892706860638,-12.027027415751405]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-15T00:06:51.741Z,"[-82.32541556024977,27.931380312035373]"
ice,night,144,2016-07-14T05:00:00.000Z,2016-07-15T00:06:59.986Z,"[-76.26549386978807,-10.702343199941055]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-15T00:07:04.122Z,"[-82.32545453851587,27.931738379451815]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-15T00:07:10.494Z,"[-82.32603863563601,27.93147789961654]"
bug,day,13,2016-07-14T04:00:00.000Z,2016-07-15T00:07:17.745Z,"[-82.3259029949789,27.93127340496595]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-15T00:07:28.386Z,"[-82.32545695337228,27.9310623561979]"
ghost,night,93,2016-07-14T05:00:00.000Z,2016-07-15T00:08:07.444Z,"[-71.55353770620493,-16.45059669771686]"
water,day,7,2016-07-10T05:00:00.000Z,2016-07-15T00:08:45.766Z,"[-87.5836265661939,41.800449776306294]"
bug,night,127,2016-07-14T05:00:00.000Z,2016-07-15T00:08:50.131Z,"[-71.51904723222454,-16.49344448013622]"
fairy,night,35,2016-07-14T05:00:00.000Z,2016-07-15T00:09:03.696Z,"[-71.46920764601785,-16.493026502610036]"
bug,day,123,2016-07-10T05:00:00.000Z,2016-07-15T00:09:13.509Z,"[-87.58313587920821,41.800269769789594]"
fairy,night,36,2016-07-14T05:00:00.000Z,2016-07-15T00:09:14.484Z,"[-71.46970468223479,-16.493022816448303]"
electric,day,125,2016-07-11T04:00:00.000Z,2016-07-15T00:09:35.132Z,"[-84.36221514302133,42.709269151894375]"
fire,day,58,2016-07-12T05:00:00.000Z,2016-07-15T00:09:42.589Z,"[-87.5946286136298,41.79574185575902]"
water,night,72,2016-07-13T05:00:00.000Z,2016-07-15T00:09:58.280Z,"[-87.57756779296555,41.79687619051799]"
water,day,8,2016-07-13T04:00:00.000Z,2016-07-15T00:10:15.707Z,"[-84.36383860074429,42.70321230368168]"
fire,day,4,2016-07-12T05:00:00.000Z,2016-07-15T00:10:19.410Z,"[-87.5935228232455,41.79173718680292]"
bug,day,49,2016-07-14T05:00:00.000Z,2016-07-15T00:10:29.489Z,"[-87.59349234082953,41.79259072558477]"
electric,day,125,2016-07-14T05:00:00.000Z,2016-07-15T00:10:51.084Z,"[-87.5996174272603,41.79037898020357]"
water,day,54,2016-07-14T05:00:00.000Z,2016-07-15T00:11:00.062Z,"[-87.59957196568048,41.790887760841315]"
water,day,86,2016-07-14T05:00:00.000Z,2016-07-15T00:11:10.575Z,"[-87.59935014552869,41.7907768907142]"
grass,night,1,2016-07-14T05:00:00.000Z,2016-07-15T00:11:18.097Z,"[-102.34684573894395,20.706198846095702]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-15T00:12:09.875Z,"[-96.1776483796008,38.39406056708643]"
normal,day,128,2016-07-14T05:00:00.000Z,2016-07-15T00:12:22.187Z,"[-87.59401757922059,41.7971266991573]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-15T00:12:35.084Z,"[-87.59421970429324,41.79644686816795]"
ground,day,111,2016-07-12T04:00:00.000Z,2016-07-15T00:12:36.104Z,"[-84.40915107687346,42.72021200055951]"
water,day,117,2016-07-14T07:00:00.000Z,2016-07-15T00:12:47.209Z,"[-123.39791235770656,45.096051704982415]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-15T00:12:54.876Z,"[-87.59962616939829,41.79081133704628]"
ground,day,111,2016-07-12T04:00:00.000Z,2016-07-15T00:12:57.490Z,"[-84.40927730750295,42.72011291218607]"
water,day,120,2016-07-14T07:00:00.000Z,2016-07-15T00:13:07.728Z,"[-122.14350923011864,47.61685768197816]"
water,day,86,2016-07-14T04:00:00.000Z,2016-07-15T00:13:34.829Z,"[-84.40905339455323,42.71741550906714]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-15T00:14:34.883Z,"[-96.17797825156863,38.39356048566833]"
poison,day,41,2016-07-14T05:00:00.000Z,2016-07-15T00:14:37.396Z,"[-99.25610989983466,19.32673868933783]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-15T00:15:12.486Z,"[-87.69387005262165,41.57218570704296]"
ground,day,50,2016-07-14T05:00:00.000Z,2016-07-15T00:15:25.856Z,"[-87.6238582206328,41.872369475901365]"
fire,day,58,2016-07-14T07:00:00.000Z,2016-07-15T00:15:36.589Z,"[-118.46769829081072,35.63161587149486]"
water,day,118,2016-07-11T05:00:00.000Z,2016-07-15T00:15:44.298Z,"[-87.6237517611231,41.883997349331736]"
dragon,day,147,2016-07-14T05:00:00.000Z,2016-07-15T00:15:53.727Z,"[-87.62373884071064,41.88897388767367]"
ground,day,27,2016-07-14T07:00:00.000Z,2016-07-15T00:16:55.897Z,"[-121.28475365592747,38.811297546990176]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-15T00:17:06.561Z,"[-121.28437839195931,38.811207803851715]"
poison,day,23,2016-07-14T07:00:00.000Z,2016-07-15T00:17:14.983Z,"[-121.28432409252281,38.811235990278874]"
fire,day,4,2016-07-11T05:00:00.000Z,2016-07-15T00:17:17.898Z,"[-103.28304230114736,47.80609625565583]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-15T00:17:24.783Z,"[-121.28452206717513,38.811236918037764]"
bug,day,46,2016-07-14T07:00:00.000Z,2016-07-15T00:17:35.764Z,"[-121.28443644733866,38.81123877435857]"
grass,day,114,2016-07-14T07:00:00.000Z,2016-07-15T00:17:39.058Z,"[-121.84017935746513,39.72937319998397]"
normal,day,85,2016-07-14T05:00:00.000Z,2016-07-15T00:17:52.531Z,"[-93.15381324543706,37.022333366859044]"
ground,day,27,2016-07-14T07:00:00.000Z,2016-07-15T00:17:52.533Z,"[-121.28459145864,38.81120231082707]"
water,day,129,2016-07-14T05:00:00.000Z,2016-07-15T00:17:53.760Z,"[-97.01007713083989,32.658317202221866]"
fire,day,58,2016-07-14T07:00:00.000Z,2016-07-15T00:18:00.928Z,"[-121.28438480537912,38.81127419420781]"
grass,night,1,2016-07-14T21:00:00.000Z,2016-07-15T00:18:00.637Z,"[24.9913851120848,36.84788743360885]"
bug,day,48,2016-07-14T07:00:00.000Z,2016-07-15T00:18:10.834Z,"[-121.28455501361586,38.81126312337619]"
poison,day,23,2016-07-14T07:00:00.000Z,2016-07-15T00:18:21.077Z,"[-121.28445431266621,38.81119314988308]"
ghost,night,92,2016-07-14T06:00:00.000Z,2016-07-15T00:18:24.063Z,"[-92.53956698498064,10.46437896786476]"
fire,day,38,2016-07-11T07:00:00.000Z,2016-07-15T00:18:33.666Z,"[-86.24587909721237,43.219812309671]"
ground,day,111,2016-07-14T07:00:00.000Z,2016-07-15T00:18:39.780Z,"[-121.28449923160832,38.811328199324066]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-15T00:18:50.816Z,"[-121.28480825028342,38.811180492453786]"
rock,day,138,2016-07-14T05:00:00.000Z,2016-07-15T00:18:55.681Z,"[-98.19799900442197,19.04354409972889]"
grass,night,1,2016-07-14T21:00:00.000Z,2016-07-15T00:18:58.980Z,"[23.70517494451363,37.91753817976779]"
fire,day,58,2016-07-14T07:00:00.000Z,2016-07-15T00:19:10.432Z,"[-86.25131434801008,43.225421825843114]"
normal,day,20,2016-07-14T05:00:00.000Z,2016-07-15T00:19:11.714Z,"[-98.19935512222177,19.043170335294676]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-15T00:19:11.990Z,"[-121.2853266937683,38.812214802322444]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-15T00:19:17.023Z,"[-121.28566968408603,38.812313600737724]"
bug,day,48,2016-07-14T07:00:00.000Z,2016-07-15T00:19:30.622Z,"[-121.2851953091857,38.81131319292476]"
bug,day,123,2016-07-10T05:00:00.000Z,2016-07-15T00:19:58.688Z,"[-87.58325903761829,41.800508441717426]"
ground,day,27,2016-07-14T07:00:00.000Z,2016-07-15T00:20:02.425Z,"[-121.28895097109927,38.812860553450435]"
water,day,7,2016-07-10T05:00:00.000Z,2016-07-15T00:20:09.337Z,"[-87.5838765514014,41.800648389956024]"
poison,day,23,2016-07-14T07:00:00.000Z,2016-07-15T00:20:11.048Z,"[-121.28899520154266,38.81300497495087]"
normal,day,52,2016-07-14T05:00:00.000Z,2016-07-15T00:20:13.167Z,"[-98.20121230026959,19.046516589751818]"
grass,day,114,2016-07-14T05:00:00.000Z,2016-07-15T00:20:16.977Z,"[-93.15381324543706,37.022333366859044]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-15T00:20:18.490Z,"[-121.28880409661524,38.8128479360997]"
bug,day,48,2016-07-14T07:00:00.000Z,2016-07-15T00:20:30.007Z,"[-121.2886413987091,38.813708022568505]"
water,night,72,2016-07-14T05:00:00.000Z,2016-07-15T00:20:30.044Z,"[-87.57755098727708,41.79698563160116]"
poison,day,32,2016-07-14T07:00:00.000Z,2016-07-15T00:20:46.118Z,"[-121.27937921574126,38.80914480558127]"
fire,day,37,2016-07-14T04:00:00.000Z,2016-07-15T00:20:47.344Z,"[-82.65245233139532,27.496210558139808]"
water,day,86,2016-07-14T05:00:00.000Z,2016-07-15T00:20:48.211Z,"[-98.19374271315252,19.039352007624828]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-15T00:20:56.827Z,"[-121.27840905678812,38.80880489921947]"
bug,day,48,2016-07-14T07:00:00.000Z,2016-07-15T00:21:08.876Z,"[-121.27873711324148,38.810373579827115]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-15T00:21:17.414Z,"[-98.19110701974144,19.039501410654395]"
fire,day,77,2016-07-14T07:00:00.000Z,2016-07-15T00:21:19.224Z,"[-121.27963607382938,38.81015582777704]"
bug,day,49,2016-07-12T05:00:00.000Z,2016-07-15T00:21:23.605Z,"[-87.59352904994431,41.79272673838443]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-15T00:21:26.812Z,"[-121.27969886052202,38.81000018467046]"
water,day,86,2016-07-14T07:00:00.000Z,2016-07-15T00:21:27.996Z,"[-118.50834030598267,34.2364965149564]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-15T00:21:29.593Z,"[-86.25041098493118,43.22537839406294]"
fire,day,4,2016-07-12T05:00:00.000Z,2016-07-15T00:21:34.947Z,"[-87.59293761697883,41.79166589757031]"
ground,day,112,2016-07-14T06:00:00.000Z,2016-07-15T00:21:39.770Z,"[-105.5823627075437,41.312345519769906]"
grass,day,3,2016-07-14T22:00:00.000Z,2016-07-15T00:21:39.433Z,"[-5.656898350101983,43.53571532588404]"
bug,day,127,2016-07-14T04:00:00.000Z,2016-07-15T00:21:40.700Z,"[-80.36741835868403,27.26901986614574]"
grass,day,102,2016-07-14T07:00:00.000Z,2016-07-15T00:21:41.904Z,"[-121.28021639280871,38.810053450247295]"
fire,day,4,2016-07-14T22:00:00.000Z,2016-07-15T00:21:49.014Z,"[8.467786153586616,48.01234074919455]"
bug,day,46,2016-07-14T07:00:00.000Z,2016-07-15T00:21:50.792Z,"[-121.2790039959101,38.81067927635263]"
ground,day,51,2016-07-14T05:00:00.000Z,2016-07-15T00:21:56.083Z,"[-98.21498792905165,19.035802646772737]"
water,day,86,2016-07-14T04:00:00.000Z,2016-07-15T00:21:57.103Z,"[-82.64813253115373,27.496385258244075]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-15T00:21:58.227Z,"[-121.27808750736611,38.81111658443942]"
fire,day,58,2016-07-14T04:00:00.000Z,2016-07-15T00:22:11.514Z,"[-82.64648404774982,27.495881725884956]"
ghost,night,93,2016-07-14T22:00:00.000Z,2016-07-15T00:22:13.102Z,"[-5.656898350101983,43.53571532588404]"
ground,day,104,2016-07-14T02:30:00.000Z,2016-07-15T00:22:15.027Z,"[-53.23493673298013,47.68439427277684]"
bug,night,13,2016-07-14T22:00:00.000Z,2016-07-15T00:22:18.502Z,"[8.467618405291091,48.005498501164965]"
fairy,day,35,2016-07-14T02:30:00.000Z,2016-07-15T00:22:30.871Z,"[-53.2349785103454,47.68439170887632]"
normal,night,39,2016-07-14T23:00:00.000Z,2016-07-15T00:22:37.740Z,"[-1.0027069210818524,51.45420013694917]"
grass,day,102,2016-07-14T05:00:00.000Z,2016-07-15T00:22:37.769Z,"[-98.1981378414156,19.04358469797424]"
ghost,night,93,2016-07-14T22:00:00.000Z,2016-07-15T00:22:39.335Z,"[-5.656898350101983,43.53571532588404]"
ghost,day,92,2016-07-14T22:00:00.000Z,2016-07-15T00:22:51.864Z,"[-5.656898350101983,43.53571532588404]"
psychic,night,96,2016-07-14T02:30:00.000Z,2016-07-15T00:22:58.235Z,"[-53.23541745084259,47.684962996988986]"
grass,day,1,2016-07-14T23:00:00.000Z,2016-07-15T00:22:59.120Z,"[-13.597178963312729,28.949304536264933]"
water,day,98,2016-07-14T07:00:00.000Z,2016-07-15T00:23:00.216Z,"[-118.52606551743588,34.23653030859518]"
bug,day,127,2016-07-14T05:00:00.000Z,2016-07-15T00:23:03.405Z,"[-98.21442234699022,19.03706305552484]"
fire,day,58,2016-07-13T05:00:00.000Z,2016-07-15T00:23:04.141Z,"[-87.59383654380723,41.80494097977038]"
bug,day,127,2016-07-14T07:00:00.000Z,2016-07-15T00:23:15.371Z,"[-118.52648303202383,34.23763539291279]"
bug,night,10,2016-07-14T02:30:00.000Z,2016-07-15T00:23:21.352Z,"[-53.232814498035935,47.68380321607751]"
water,day,131,2016-07-14T04:00:00.000Z,2016-07-15T00:23:34.483Z,"[-86.17076836709829,43.32293310471837]"
normal,night,16,2016-07-14T02:30:00.000Z,2016-07-15T00:23:44.096Z,"[-53.23320538233497,47.68748375163585]"
grass,night,43,2016-07-14T04:00:00.000Z,2016-07-15T00:23:51.996Z,"[-82.60938284979127,30.175409546238384]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-15T00:23:52.862Z,"[-98.19756583095426,19.042942238589433]"
poison,night,42,2016-07-14T02:30:00.000Z,2016-07-15T00:23:56.839Z,"[-53.23314547598726,47.68749213352808]"
fire,day,58,2016-07-13T05:00:00.000Z,2016-07-15T00:23:57.764Z,"[-87.59477218821537,41.79622817676574]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-15T00:24:01.562Z,"[-98.1965400436447,19.041421604641627]"
bug,day,11,2016-07-11T21:00:00.000Z,2016-07-15T00:24:08.738Z,"[23.65940338877519,38.007734719904875]"
rock,night,74,2016-07-13T05:00:00.000Z,2016-07-15T00:24:14.107Z,"[-87.57680236981062,41.795249757363166]"
bug,night,13,2016-07-14T02:30:00.000Z,2016-07-15T00:24:24.884Z,"[-53.234645567397806,47.685034100561694]"
grass,day,44,2016-07-14T07:00:00.000Z,2016-07-15T00:24:48.697Z,"[-122.39587009072517,45.544217313405824]"
electric,day,125,2016-07-14T05:00:00.000Z,2016-07-15T00:24:52.842Z,"[-87.59968549187502,41.790332496401646]"
water,day,73,2016-07-14T04:00:00.000Z,2016-07-15T00:25:00.755Z,"[-81.4719330220695,28.406312051889614]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-15T00:25:02.510Z,"[-87.59961293644206,41.79076194355321]"
electric,day,125,2016-07-13T21:00:00.000Z,2016-07-15T00:25:09.668Z,"[23.6820596938837,37.992493488451004]"
water,day,86,2016-07-14T05:00:00.000Z,2016-07-15T00:25:10.552Z,"[-87.59950660970436,41.79092976559002]"
water,day,54,2016-07-14T05:00:00.000Z,2016-07-15T00:25:22.408Z,"[-87.59969859446934,41.79092976558988]"
electric,day,25,2016-07-14T07:00:00.000Z,2016-07-15T00:25:33.802Z,"[-111.09473812790254,32.34197369495932]"
rock,day,138,2016-07-14T07:00:00.000Z,2016-07-15T00:25:38.589Z,"[-118.49701966135636,34.00847991157306]"
fire,day,77,2016-07-14T05:00:00.000Z,2016-07-15T00:25:44.502Z,"[-100.29670233987228,25.684769649592496]"
dragon,day,147,2016-07-14T23:00:00.000Z,2016-07-15T00:25:46.954Z,"[-3.174004354158342,51.51079307645335]"
water,day,120,2016-07-14T07:00:00.000Z,2016-07-15T00:25:51.474Z,"[-118.4968008743005,34.00838101724459]"
ground,night,104,2016-07-10T05:00:00.000Z,2016-07-15T00:25:55.753Z,"[-87.5786010943065,41.795780811995286]"
rock,day,139,2016-07-14T07:00:00.000Z,2016-07-15T00:26:08.056Z,"[-118.4965640828596,34.00820225994684]"
normal,day,113,2016-07-14T07:00:00.000Z,2016-07-15T00:26:13.825Z,"[-111.02201234067935,32.29353013895519]"
fighting,day,57,2016-07-13T23:00:00.000Z,2016-07-15T00:26:14.975Z,"[-13.59450327272691,28.950338382842673]"
normal,day,39,2016-07-14T07:00:00.000Z,2016-07-15T00:26:24.991Z,"[-111.02316340102936,32.29351849498539]"
poison,day,42,2016-07-14T05:00:00.000Z,2016-07-15T00:26:27.571Z,"[-100.31174780946436,25.727099824787985]"
normal,day,52,2016-07-14T07:00:00.000Z,2016-07-15T00:26:32.221Z,"[-111.02262788800054,32.2933249728834]"
fire,day,77,2016-07-14T07:00:00.000Z,2016-07-15T00:26:40.251Z,"[-111.02131919624517,32.29368508462227]"
water,day,90,2016-07-10T05:00:00.000Z,2016-07-15T00:26:46.836Z,"[-87.57536580926302,41.79630428766441]"
normal,day,17,2016-07-14T05:00:00.000Z,2016-07-15T00:26:47.594Z,"[-100.31232202115481,25.726568499731286]"
water,day,98,2016-07-10T05:00:00.000Z,2016-07-15T00:26:59.420Z,"[-87.57627483442698,41.79681483643614]"
poison,day,42,2016-07-14T07:00:00.000Z,2016-07-15T00:27:07.810Z,"[-111.02260003635409,32.293734089647046]"
psychic,night,150,2016-07-14T23:00:00.000Z,2016-07-15T00:27:12.610Z,"[-1.4567106549933726,52.89386512279782]"
rock,day,140,2016-07-14T07:00:00.000Z,2016-07-15T00:27:14.328Z,"[-111.02374116172929,32.29352678195494]"
water,day,54,2016-07-14T23:00:00.000Z,2016-07-15T00:27:16.163Z,"[-2.2537508244190576,52.39441157078056]"
dragon,day,147,2016-07-14T07:00:00.000Z,2016-07-15T00:27:29.535Z,"[-118.52937030204333,34.05021596855394]"
grass,night,3,2016-07-14T22:00:00.000Z,2016-07-15T00:27:30.944Z,"[12.121292828322112,42.56003060019492]"
rock,day,142,2016-07-14T07:00:00.000Z,2016-07-15T00:27:33.218Z,"[-111.02335542501449,32.2939365525701]"
normal,day,128,2016-07-14T05:00:00.000Z,2016-07-15T00:27:50.716Z,"[-87.59409959481133,41.79711764103027]"
water,day,60,2016-07-14T23:00:00.000Z,2016-07-15T00:27:51.319Z,"[-2.2535193036218857,52.3946165304356]"
fire,day,5,2016-07-14T22:00:00.000Z,2016-07-15T00:28:09.916Z,"[-4.628542450175132,36.53820367692403]"
fire,day,4,2016-07-14T07:00:00.000Z,2016-07-15T00:28:20.479Z,"[-111.0212443208231,32.29158204564605]"
water,night,86,2016-07-14T07:00:00.000Z,2016-07-15T00:28:30.698Z,"[-121.313604943999,37.95975646579497]"
fighting,day,66,2016-07-14T07:00:00.000Z,2016-07-15T00:28:36.610Z,"[-111.02118793280444,32.29296974749481]"
poison,day,29,2016-07-11T07:00:00.000Z,2016-07-15T00:28:39.294Z,"[-122.35416949268986,47.97799454433763]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-15T00:28:40.673Z,"[-87.59449401214434,41.795500256792565]"
grass,night,1,2016-07-14T07:00:00.000Z,2016-07-15T00:28:49.155Z,"[-121.3131375159139,37.95970929511013]"
bug,day,10,2016-07-14T22:00:00.000Z,2016-07-15T00:29:24.065Z,"[-4.705845694921294,36.49146256907889]"
dragon,day,147,2016-07-14T07:00:00.000Z,2016-07-15T00:29:47.914Z,"[-118.49409427301553,34.181315323450264]"
psychic,day,63,2016-07-14T06:00:00.000Z,2016-07-15T00:29:58.058Z,"[-105.00850575713685,39.7572162280062]"
water,day,129,2016-07-14T07:00:00.000Z,2016-07-15T00:30:21.143Z,"[-118.49541434482146,34.17971109375513]"
fire,day,136,2016-07-14T07:00:00.000Z,2016-07-15T00:30:51.486Z,"[-111.02170062366635,32.29413652212138]"
grass,night,1,2016-07-14T07:00:00.000Z,2016-07-15T00:31:37.702Z,"[-111.02397501437753,32.29396077012774]"
normal,day,16,2016-07-14T05:00:00.000Z,2016-07-15T00:31:39.360Z,"[-74.06021732765916,4.861289123023468]"
water,day,60,2016-07-14T07:00:00.000Z,2016-07-15T00:32:11.378Z,"[-122.93490981876351,45.541777615414844]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-15T00:32:31.391Z,"[-83.71974109604031,42.293809167116564]"
poison,day,109,2016-07-14T07:00:00.000Z,2016-07-15T00:32:33.775Z,"[-117.83623452575321,33.78826483856585]"
normal,day,128,2016-07-14T07:00:00.000Z,2016-07-15T00:32:47.097Z,"[-122.934023648683,45.54214619931497]"
bug,day,11,2016-07-14T06:00:00.000Z,2016-07-15T00:32:53.540Z,"[-105.07677643488292,39.71269575637919]"
rock,day,140,2016-07-14T07:00:00.000Z,2016-07-15T00:33:24.480Z,"[-111.01604295857013,32.300192778059056]"
rock,day,142,2016-07-14T07:00:00.000Z,2016-07-15T00:33:35.773Z,"[-111.0136495183086,32.30002119508174]"
rock,day,138,2016-07-14T07:00:00.000Z,2016-07-15T00:33:52.061Z,"[-111.01590205026484,32.29922394468342]"
fire,day,4,2016-07-14T05:00:00.000Z,2016-07-15T00:33:55.614Z,"[-99.15224971782379,19.353823828091606]"
rock,day,139,2016-07-14T07:00:00.000Z,2016-07-15T00:34:00.092Z,"[-111.0187332999012,32.30042966912323]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-15T00:34:03.965Z,"[-112.12036410012757,33.58923425824513]"
poison,day,23,2016-07-14T05:00:00.000Z,2016-07-15T00:34:08.676Z,"[-99.15232479724654,19.354074799395818]"
rock,day,141,2016-07-14T07:00:00.000Z,2016-07-15T00:34:09.173Z,"[-111.01720787492395,32.3007533699048]"
electric,day,25,2016-07-14T07:00:00.000Z,2016-07-15T00:34:27.361Z,"[-111.02222465998531,32.29230860030751]"
water,night,98,2016-07-14T07:00:00.000Z,2016-07-15T00:34:41.124Z,"[-112.11902149067863,33.588671007750975]"
normal,night,133,2016-07-14T07:00:00.000Z,2016-07-15T00:35:06.631Z,"[-112.11925030485139,33.58822438176638]"
rock,day,74,2016-07-14T07:00:00.000Z,2016-07-15T00:35:43.118Z,"[-112.11909700270894,33.58916271295084]"
fire,day,77,2016-07-14T07:00:00.000Z,2016-07-15T00:35:50.334Z,"[-112.11983965115695,33.58816762686058]"
normal,day,21,2016-07-14T07:00:00.000Z,2016-07-15T00:36:15.649Z,"[-112.11935531520771,33.588675938033006]"
poison,day,23,2016-07-14T07:00:00.000Z,2016-07-15T00:36:23.378Z,"[-112.11844884367792,33.588453918047804]"
water,night,118,2016-07-14T07:00:00.000Z,2016-07-15T00:36:31.218Z,"[-112.11846199525057,33.58896868904067]"
bug,night,13,2016-07-14T07:00:00.000Z,2016-07-15T00:36:41.810Z,"[-112.11866146485033,33.58803534999046]"
fire,night,58,2016-07-14T07:00:00.000Z,2016-07-15T00:37:07.015Z,"[-112.11795255089316,33.58889934291595]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-15T00:37:34.604Z,"[-72.78858321302938,41.55611224396739]"
normal,night,19,2016-07-14T07:00:00.000Z,2016-07-15T00:37:36.650Z,"[-112.11834530987169,33.588207020979524]"
poison,night,41,2016-07-14T07:00:00.000Z,2016-07-15T00:37:56.357Z,"[-112.11813204781818,33.58864247984651]"
normal,night,52,2016-07-14T07:00:00.000Z,2016-07-15T00:38:04.878Z,"[-112.11838695828217,33.587947642182485]"
grass,day,1,2016-07-08T07:00:00.000Z,2016-07-15T00:38:09.253Z,"[-121.35597759113402,38.67173706925385]"
normal,day,133,2016-07-14T07:00:00.000Z,2016-07-15T00:38:22.912Z,"[-117.70180101230716,33.59165850285977]"
fighting,night,56,2016-07-14T07:00:00.000Z,2016-07-15T00:38:29.728Z,"[-112.11806156164822,33.58827089817406]"
water,day,9,2016-07-14T21:00:00.000Z,2016-07-15T00:38:45.452Z,"[23.793190875823427,37.87761683870664]"
normal,day,113,2016-07-13T07:00:00.000Z,2016-07-15T00:38:59.494Z,"[-121.35671481838276,38.66944804610543]"
electric,day,25,2016-07-09T07:00:00.000Z,2016-07-15T00:39:18.067Z,"[-121.36316186001997,38.66096853735314]"
normal,night,133,2016-07-14T22:00:00.000Z,2016-07-15T00:39:21.702Z,"[-12.754987034799257,38.39524747562206]"
water,day,8,2016-07-14T21:00:00.000Z,2016-07-15T00:39:23.130Z,"[23.73495713441909,37.98670651226897]"
electric,night,25,2016-07-13T07:00:00.000Z,2016-07-15T00:39:32.481Z,"[-121.36315572354421,38.659215133097916]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-15T00:39:36.050Z,"[-83.7312006158818,42.29606312268413]"
poison,day,33,2016-07-14T21:00:00.000Z,2016-07-15T00:39:40.549Z,"[23.734836944918015,37.9865384908414]"
bug,night,48,2016-07-14T07:00:00.000Z,2016-07-15T00:39:42.793Z,"[-112.1182379141184,33.58918557269658]"
fire,night,4,2016-07-10T07:00:00.000Z,2016-07-15T00:39:47.337Z,"[-121.36400705439002,38.65904403563704]"
rock,day,141,2016-07-14T21:00:00.000Z,2016-07-15T00:39:52.221Z,"[23.734524127479148,37.986467937755435]"
electric,day,25,2016-07-14T07:00:00.000Z,2016-07-15T00:40:01.928Z,"[-122.07876829248639,37.40743797829758]"
normal,night,20,2016-07-12T07:00:00.000Z,2016-07-15T00:40:05.409Z,"[-121.35794223840159,38.66909115527116]"
fighting,night,66,2016-07-14T07:00:00.000Z,2016-07-15T00:40:09.319Z,"[-112.11841882420345,33.58876941779249]"
water,night,54,2016-07-14T07:00:00.000Z,2016-07-15T00:40:15.553Z,"[-112.11901642420233,33.58896983469985]"
ice,night,144,2016-07-14T22:00:00.000Z,2016-07-15T00:40:22.397Z,"[-6.940811904540766,37.27398939781398]"
